-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	loss
0	1	0	#	0	0	0	0	0	0	0	#	0	0	#	0	0	#	0	0	0	#	0	000000000000000000000000000000001000000000000	0.951	0.997	1	153.11	9984	6769	0.78		63	71	0.003
0	0	1	0	#	0	0	0	0	0	#	0	1	0	0	1	1	0	0	#	0	#	#	100000000000000000000000000000000000000000000	1.000	1.000	1	29.00	9898	6770	0.78		4	4	0.000
#	#	1	0	#	0	#	#	0	0	0	#	1	0	0	1	1	0	0	0	0	0	0	100000000000000000000000000000000000000000000	1.000	1.000	1	29.00	9898	6770	0.74		4	4	0.000
1	0	0	0	1	0	0	0	0	0	0	#	0	1	0	#	0	1	#	0	0	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	37.75	9899	6771	0.87		4	4	0.000
1	0	#	0	1	0	0	0	#	0	#	#	#	1	0	0	#	1	#	0	0	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	37.75	9899	6771	0.70		4	4	0.000
#	#	0	0	#	1	0	#	0	0	0	0	#	#	#	1	0	#	#	0	0	#	#	000000000000000000000000000000000000000000010	0.908	0.995	1	126.72	9966	6774	0.52		29	37	0.005
#	#	0	0	#	1	0	#	0	0	0	0	0	#	#	1	#	#	0	0	0	#	#	000000000000000000000000000000000000000000010	1.000	1.000	1	137.56	9966	6774	0.57		33	33	0.000
1	1	#	0	0	#	0	0	#	0	0	0	#	#	0	0	0	0	#	0	0	0	0	000010000000000000000000000000001000000000000	0.873	0.993	1	219.38	9985	6776	0.74		185	243	0.007
0	0	0	1	0	0	1	0	0	0	1	0	#	0	#	1	0	0	0	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	28.75	9906	6778	0.91		4	4	0.000
0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	#	#	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	2	28.75	9906	6778	0.91		4	4	0.000
0	0	0	#	0	#	0	0	0	0	0	#	#	1	0	0	0	0	#	#	0	#	0	000000000000000000000000000000010000000000000	0.895	0.994	1	174.96	9908	6780	0.70		63	72	0.006
0	0	0	0	0	0	0	#	0	0	0	0	0	#	0	#	0	#	1	1	#	0	0	000000000000000000000000000000000000001000000	0.508	0.967	1	45.25	9909	6781	0.78		4	8	0.033
#	1	0	0	0	#	#	0	#	0	0	#	0	#	0	0	0	#	#	0	#	0	#	000000000000000000000000000000001000000000000	0.639	0.978	1	184.88	9984	6783	0.57		94	390	0.022
0	0	1	#	0	0	0	0	#	#	#	0	0	#	0	#	0	0	0	#	0	#	#	100000000000000000000000000000000000000000000	0.858	0.992	1	177.01	9992	6785	0.61		162	198	0.008
#	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	#	0	1	#	0	#	1	000000000000000000000000000000000000100001000	0.800	0.989	1	32.00	9914	6786	0.83		4	8	0.011
0	#	1	0	0	#	0	0	#	#	0	#	0	0	#	0	0	0	#	#	0	#	#	100000000000000000000000000000000000000000000	0.895	0.994	1	183.73	9915	6787	0.57		168	197	0.006
1	0	#	#	0	0	0	#	#	#	0	#	0	0	0	#	0	0	0	0	0	0	0	000010000000000000000000000000000000000000000	0.985	0.999	1	290.16	9969	6789	0.70		233	241	0.001
#	0	0	#	#	0	0	#	0	0	0	0	1	0	#	#	0	0	0	#	0	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	138.83	9919	6791	0.70		52	52	0.000
#	#	#	#	#	0	0	0	#	0	0	0	0	1	1	#	0	1	0	0	0	#	#	000000000010000000000000000000000000000000000	0.468	0.963	1	76.85	9922	6794	0.61		12	62	0.037
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	#	0	0	0	0	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	100.44	9924	6796	0.96		21	21	0.000
0	#	0	0	0	0	0	0	#	0	0	0	0	1	0	0	#	#	#	#	#	0	#	000000000000000000000000000000000010000000000	0.435	0.959	1	154.14	9928	6800	0.65		8	122	0.041
1	1	#	0	0	0	#	#	0	0	0	#	0	0	#	#	0	0	0	0	0	#	0	000010000000000000000000000000001000000000000	0.905	0.995	1	232.76	9985	6801	0.70		114	147	0.005
#	0	0	#	0	0	#	#	0	0	0	0	1	0	#	1	0	0	#	#	0	0	#	000000000000000000000000000000000000001000000	1.000	1.000	1	108.16	9932	6804	0.65		36	36	0.000
0	0	0	0	0	0	#	#	0	0	0	#	1	#	0	1	0	0	#	0	0	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	102.62	9932	6804	0.78		36	36	0.000
#	0	0	0	0	0	0	#	0	0	0	0	0	0	#	#	#	#	0	0	#	0	0	000010000000000000000000000000000010000000000	0.418	0.957	1	238.46	9934	6806	0.70		4	518	0.043
#	1	1	0	0	#	#	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	#	100000000000000100000000000000000000000000000	1.000	1.000	1	17.75	9942	6814	0.83		4	4	0.000
#	1	1	0	0	#	0	1	0	0	1	1	0	#	0	#	1	0	0	0	0	0	#	100000000000000100000000000000000000000000000	1.000	1.000	1	17.75	9942	6814	0.78		4	4	0.000
#	#	0	0	0	0	#	0	0	0	0	1	0	1	0	0	1	1	1	#	0	1	0	000000000000000000000000000000010000000000000	1.000	1.000	1	19.00	9943	6815	0.83		4	4	0.000
0	0	#	0	#	0	0	0	#	#	0	1	0	1	0	0	1	1	1	#	0	1	0	000000000000000000000000000000010000000000000	1.000	1.000	1	19.00	9943	6815	0.78		4	4	0.000
0	0	0	1	0	#	#	0	#	0	#	0	#	#	0	0	#	0	0	#	0	#	#	000000000100000000000000000000000000000000000	0.418	0.957	1	138.45	9946	6818	0.57		4	51	0.043
#	0	0	#	0	0	#	0	0	0	1	1	0	#	#	0	#	0	#	0	0	#	#	000000000000000000000000000000000000000001000	0.700	0.982	1	89.10	9952	6820	0.61		49	102	0.018
0	1	1	0	0	0	0	0	0	0	#	1	0	0	0	0	0	0	0	1	#	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	23.25	9949	6821	0.87		4	4	0.000
0	1	1	0	0	0	0	0	0	0	#	1	0	0	#	0	0	0	#	1	0	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	23.25	9949	6821	0.83		4	4	0.000
0	0	0	0	1	#	#	#	#	#	0	0	0	#	#	0	#	0	0	#	0	0	#	000000000000000000000000000000000000000000001	0.935	0.997	2	142.89	9950	6822	0.57		72	80	0.003
0	0	0	0	#	0	#	0	0	#	#	0	0	#	#	0	#	#	#	#	0	0	#	000000000000000000000000000000000000000000001	0.468	0.963	1	183.19	9950	6822	0.52		72	409	0.037
0	0	0	#	#	#	1	0	0	0	0	0	0	0	0	1	#	0	0	0	#	0	#	000000000000000000000000100000000000000000000	0.888	0.994	1	154.70	9998	6823	0.74		66	90	0.006
#	0	0	#	0	0	0	0	0	0	1	1	0	0	#	0	1	#	#	0	0	#	#	000000000000000000000000000000000000000001000	0.862	0.993	2	103.08	9952	6824	0.70		24	36	0.007
#	0	0	1	0	0	#	0	0	0	#	1	0	#	#	0	1	0	#	0	0	0	0	000000000000000000000000000000000000000001000	0.820	0.990	1	112.67	9952	6824	0.74		20	36	0.010
0	1	0	0	0	#	#	0	#	0	0	1	0	1	1	0	0	#	0	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	39.75	9954	6826	0.83		4	4	0.000
0	1	0	0	0	0	0	0	0	#	0	1	0	1	#	0	#	1	0	0	#	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	39.75	9954	6826	0.83		4	4	0.000
0	0	0	0	0	0	0	#	0	#	0	#	0	1	#	0	0	0	#	#	0	#	#	000000000000000000000000000000010000000000000	0.889	0.994	1	162.33	9955	6827	0.65		64	76	0.006
0	1	0	0	0	#	0	0	0	0	0	0	0	#	0	#	0	#	#	0	0	0	0	000000000000000000000000000000001000000000000	0.907	0.995	1	147.06	9984	6828	0.78		75	91	0.005
0	0	0	0	0	#	0	0	0	0	#	0	#	#	#	0	0	#	0	#	0	1	0	000000000000000000000000000000010000000000000	0.699	0.982	1	119.50	9957	6829	0.70		12	20	0.018
0	0	0	0	0	0	0	0	0	0	0	#	#	1	#	#	0	#	#	0	0	#	0	000000000000000000000000000000010000000000000	0.906	0.995	1	164.90	9981	6829	0.70		111	127	0.005
0	0	0	0	#	0	#	0	0	0	0	#	0	0	1	0	0	#	0	0	0	#	0	000000000000000000000100000000000000000000000	0.470	0.963	1	82.99	9960	6832	0.78		4	24	0.037
#	0	0	1	#	#	#	0	0	0	0	#	0	0	0	0	#	#	0	0	#	#	0	000000000000000000000000000000000000000001000	1.000	1.000	1	152.21	9993	6833	0.61		45	45	0.000
#	#	#	1	0	0	#	#	0	0	0	0	#	0	0	0	#	0	0	#	0	#	0	000000000000000000000000000000000000000001000	0.730	0.984	1	146.24	9993	6833	0.61		37	57	0.016
#	0	0	0	0	#	0	0	0	0	0	#	#	1	1	#	#	#	0	#	0	0	0	000010000000000000000000000000000000000000000	0.638	0.978	1	91.57	9963	6835	0.65		12	20	0.022
0	0	0	1	0	0	0	#	0	0	0	#	#	0	0	#	#	0	0	0	0	#	1	000000000000000000000000000000000000000001000	1.000	1.000	1	80.76	9965	6837	0.74		12	12	0.000
#	0	0	0	#	1	0	#	#	0	0	0	0	0	#	1	0	#	0	0	0	0	#	000000000000000000000000000000000000000000010	1.000	1.000	1	147.18	9966	6838	0.70		28	28	0.000
0	1	0	0	0	0	0	#	0	0	#	1	0	0	0	#	0	1	0	0	0	1	0	000000000000000000000000000000001000000000000	1.000	1.000	1	72.25	9967	6839	0.87		4	4	0.000
1	1	0	0	0	0	0	0	0	0	#	#	0	#	1	0	#	0	#	0	#	0	#	000010000000000000000000000000001000000000000	0.919	0.996	1	77.52	9968	6840	0.70		17	21	0.004
#	0	#	0	0	0	#	0	#	0	#	0	0	#	#	0	0	0	#	#	#	#	#	000000000000000001000000000000000000000000000	0.400	0.955	1	217.86	9970	6842	0.48		8	956	0.045
#	0	0	#	0	0	1	0	0	1	#	1	0	0	#	#	1	0	0	0	0	0	1	000000000000000000000000100000000000100000000	1.000	1.000	1	17.75	9974	6846	0.78		4	4	0.000
0	#	0	#	0	0	0	1	#	0	1	1	0	0	0	#	0	0	0	0	0	0	#	000000000000000000000000000000000001000000000	0.448	0.961	1	47.51	9977	6849	0.78		4	13	0.039
0	#	0	#	#	#	#	0	1	0	0	1	0	0	#	0	#	#	0	#	0	#	0	000000000000000000000001000000000000000000000	0.836	0.991	1	83.40	9979	6851	0.57		16	20	0.009
0	#	0	#	#	#	0	1	0	0	1	1	0	0	0	#	0	0	#	0	0	0	0	000000000100000000000000000000000000010000000	0.548	0.970	1	47.23	9987	6859	0.74		4	12	0.030
0	0	0	#	#	0	#	0	0	0	#	0	0	#	#	#	#	#	0	1	0	0	0	000000000100000000000000000000000000000000000	0.800	0.989	1	201.96	9988	6860	0.61		140	192	0.011
#	0	0	1	0	#	#	0	0	0	0	#	0	#	0	#	1	0	0	0	0	#	0	000000000000000000000000000000000000000001000	0.862	0.993	1	111.67	9993	6865	0.70		16	24	0.007
0	#	0	0	0	0	0	0	0	#	1	1	0	0	0	#	0	#	0	0	0	0	#	000000000000000000000000000010000000000001000	0.334	0.947	1	65.01	9994	6866	0.78		4	20	0.053
#	#	0	#	0	0	0	0	0	#	1	1	0	0	0	0	#	0	0	0	0	0	1	000000000000000000000000000010000000000001000	0.800	0.989	1	54.00	9994	6866	0.78		4	8	0.011
#	0	#	#	0	0	#	1	0	#	0	0	0	0	0	#	#	0	0	0	#	0	#	000000000100000000000000000000000000000000000	0.976	0.999	1	160.97	9999	6871	0.61		68	72	0.001
0	0	#	#	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	#	#	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	16.67	9220	6874	0.83		3	3	0.000
#	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	16.67	9220	6874	0.96		3	3	0.000
0	#	0	#	#	#	#	0	1	0	#	1	0	0	#	0	#	#	0	#	0	#	0	000000000000000000000001000000000000000000000	0.732	0.985	1	73.05	9979	6877	0.52		15	23	0.015
0	0	0	0	0	0	0	#	#	0	0	1	0	0	0	0	0	0	#	0	0	#	0	000000000000000000000010000000000000000000000	0.448	0.961	1	85.46	9226	6880	0.83		3	26	0.039
0	0	0	1	0	0	#	0	0	#	1	1	0	0	0	0	0	0	1	0	0	0	#	000000000001000000000000000000000000000001000	0.699	0.982	1	60.30	9275	6881	0.87		7	15	0.018
0	0	0	1	0	0	0	0	0	0	1	1	#	0	0	0	0	#	1	0	0	0	0	000000000001000000000000000000000000000001000	0.850	0.992	1	74.52	9275	6881	0.91		7	11	0.008
#	0	0	0	#	1	0	#	#	0	0	0	0	0	#	1	0	#	0	0	#	#	#	000000000000000000000000000000000000000000010	1.000	1.000	1	147.15	9966	6882	0.61		27	27	0.000
0	0	0	#	#	0	#	0	0	#	#	0	0	0	#	#	#	#	0	1	0	0	0	000000000100000000000000000000000000000000000	0.799	0.989	1	201.96	9988	6883	0.61		139	191	0.011
0	0	0	#	0	0	#	0	0	0	#	0	0	#	#	#	#	#	#	1	0	0	0	000000000100000000000000000000000000000000000	0.785	0.988	1	193.94	9988	6883	0.61		139	199	0.012
0	1	#	0	1	#	0	0	#	0	0	0	#	#	0	0	0	0	0	0	0	0	0	000000000000000000000000000000001000000000001	0.774	0.987	1	38.00	9231	6885	0.78		3	7	0.013
0	1	0	0	1	#	0	0	#	0	#	0	#	1	#	0	0	0	0	0	0	0	0	000000000000000000000000000000001000000000001	1.000	1.000	1	34.67	9231	6885	0.78		3	3	0.000
0	#	1	0	#	0	#	0	0	0	#	0	#	0	0	1	0	0	0	0	0	#	0	100000000000000000000000000000000000000000000	0.788	0.988	1	121.63	9992	6887	0.74		11	15	0.012
0	#	0	#	0	#	1	#	0	0	1	0	#	#	0	#	0	0	0	0	0	#	0	000000000000000000000000100000000000000100000	0.774	0.987	1	41.00	9234	6888	0.65		3	7	0.013
#	0	0	0	0	#	0	#	0	0	0	0	0	#	1	0	0	0	0	0	#	0	0	000000000010000000000000000000010000000000000	0.419	0.957	1	113.76	9236	6890	0.78		3	23	0.043
0	#	0	0	0	0	0	0	0	#	1	1	0	0	0	0	1	0	#	1	0	0	#	000000000000000000000000000000000000110000000	1.000	1.000	1	18.33	9238	6892	0.83		3	3	0.000
0	#	0	0	0	#	0	0	0	1	1	1	0	0	#	#	1	0	0	1	0	0	#	000000000000000000000000000000000000110000000	1.000	1.000	1	18.33	9238	6892	0.78		3	3	0.000
#	#	#	0	0	0	0	0	#	#	#	0	0	1	0	0	0	1	0	0	0	0	0	000000000000000000000000000000010000000000000	0.737	0.985	1	170.86	9933	6893	0.74		35	47	0.015
1	0	#	#	#	0	0	0	#	#	0	#	0	0	0	#	0	0	0	0	0	0	#	000010000000000000000000000000000000000000000	0.952	0.998	2	264.07	9969	6896	0.65		226	254	0.002
0	#	0	#	0	#	0	0	0	1	1	#	0	#	0	#	1	0	#	0	0	#	0	000000000000000000000000000000000000100001000	1.000	1.000	1	39.00	9245	6899	0.65		3	3	0.000
0	#	0	1	0	0	0	0	0	1	1	1	0	#	0	#	1	0	#	0	0	#	0	000000000000000000000000000000000000100001000	1.000	1.000	1	39.00	9245	6899	0.78		3	3	0.000
#	#	0	1	0	0	#	0	#	0	0	#	0	0	0	#	#	0	0	0	0	0	0	000000000000000000000000000000000000000001000	0.844	0.992	1	128.78	9993	6901	0.70		47	63	0.008
0	0	0	0	0	0	0	0	0	0	#	0	0	0	0	0	0	#	0	0	#	#	0	000000000000000000000100000000000000000000000	0.499	0.966	1	237.53	9885	6902	0.83		35	151	0.034
0	0	0	0	0	0	0	#	#	#	0	0	#	0	0	0	0	0	#	0	1	0	#	000000000000000000000000000000000010000000000	0.788	0.988	1	99.23	9496	6907	0.74		11	15	0.012
0	#	0	0	0	0	#	#	1	0	0	#	#	0	0	0	0	0	0	0	#	0	0	000000000000000000000001000000000000000000000	0.819	0.990	1	162.61	9997	6911	0.74		85	112	0.010
1	0	0	0	0	0	0	0	#	#	#	#	0	#	#	#	#	#	#	0	0	#	#	000010000000000000000000000000000000000000000	0.860	0.992	2	210.15	9969	6913	0.48		442	556	0.008
1	1	0	0	0	0	#	0	#	0	0	0	#	#	0	0	0	1	0	#	0	0	0	000010000000000000000000000100001000000000000	0.265	0.936	1	135.99	9261	6915	0.78		3	18	0.064
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	#	0	0	100000000000000000000000000000000000100000000	1.000	1.000	1	109.67	9264	6918	0.96		3	3	0.000
0	0	1	#	0	0	0	0	#	#	0	0	#	0	0	#	0	0	0	0	#	0	#	100000000000000000000000000000000000000000000	0.959	0.998	2	207.91	9992	6919	0.70		141	148	0.002
1	0	#	#	0	#	#	0	0	#	0	0	#	#	0	#	#	0	0	#	0	#	0	000010000000000000000000000000000000000000000	0.954	0.998	3	240.01	9969	6920	0.52		346	382	0.002
0	#	0	#	0	0	0	#	0	0	#	0	0	0	0	#	#	0	0	1	#	0	0	000000000100000000000000000000000000000000000	0.789	0.988	1	188.19	9989	6921	0.70		148	204	0.012
0	#	#	0	#	1	0	0	#	0	0	0	1	0	0	#	0	0	#	0	0	0	#	000000000000000000000000000000000000001000010	1.000	1.000	1	38.33	9269	6923	0.70		3	3	0.000
0	0	0	0	0	0	#	0	1	0	0	0	0	0	#	0	#	0	0	#	0	0	0	000000000000000000000001000000000000000000000	0.847	0.992	1	177.76	9997	6925	0.83		70	86	0.008
0	0	0	#	#	0	#	0	1	0	0	#	0	0	#	0	0	#	0	#	0	0	0	000000000000000000000001000000000000000000000	0.844	0.992	1	166.26	9997	6925	0.70		81	100	0.008
0	0	0	#	#	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	#	0	0	000000000000000000000010000000000000000000010	0.774	0.987	1	36.43	9272	6926	0.87		3	7	0.013
0	0	0	1	0	0	#	0	0	0	1	1	0	0	0	0	0	#	1	0	0	0	0	000000000001000000000000000000000000000001000	0.836	0.991	1	75.00	9275	6929	0.91		6	10	0.009
0	0	#	#	0	#	1	0	0	0	0	0	0	#	0	1	0	0	#	0	0	0	#	000000000000000000000000100000000000000000000	0.891	0.994	1	151.36	9998	6930	0.74		66	89	0.006
0	0	1	1	0	0	#	1	0	0	0	1	0	0	0	#	1	0	#	0	#	0	#	000000000100000000000000000000000000000001000	1.000	1.000	1	34.67	9278	6932	0.78		3	3	0.000
0	0	1	#	0	0	#	1	0	#	0	#	0	0	0	0	1	0	#	0	0	0	#	000000000100000000000000000000000000000001000	1.000	1.000	1	34.67	9278	6932	0.74		3	3	0.000
1	0	#	0	0	#	#	#	0	#	0	#	#	#	#	#	#	#	0	0	#	#	#	000010000000000000000000000000000000000000000	0.855	0.992	8	218.31	9969	6935	0.35		434	548	0.008
0	0	0	0	0	1	0	#	0	0	0	0	0	#	0	#	0	0	0	0	0	#	0	000000000000000000000000000000000000000000010	0.972	0.999	1	142.11	9976	6936	0.83		58	62	0.001
0	0	0	1	0	0	1	#	0	0	0	#	0	0	0	1	0	0	#	0	#	#	#	000000000000000000000000100000000000000000000	1.000	1.000	2	79.24	9998	6937	0.74		15	15	0.000
0	0	0	1	0	0	1	0	#	0	0	1	0	0	0	#	0	0	0	0	#	1	1	000000000000000000000000100000000000000000000	1.000	1.000	1	34.00	9283	6937	0.87		3	3	0.000
#	1	0	0	0	#	0	#	#	0	1	0	#	0	0	0	#	#	#	0	0	1	0	000000000100000000000000000000000000000001000	1.000	1.000	1	21.67	9285	6939	0.65		3	3	0.000
1	1	#	0	#	#	0	0	0	#	0	#	0	0	#	0	0	1	#	0	0	#	0	000010000000000000000000000000001000000000000	1.000	1.000	1	67.00	9286	6940	0.65		3	3	0.000
1	#	#	0	1	0	0	#	#	0	0	1	0	1	#	#	#	1	0	0	#	1	0	000010000000000000000000000000000000000000001	0.460	0.962	1	25.29	9292	6946	0.65		3	7	0.038
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	#	0	1	0	#	0	#	#	000000000010000000000000000000000000000000000	1.000	1.000	1	36.00	9595	6951	0.83		7	7	0.000
0	0	0	0	0	#	0	0	0	#	0	1	0	0	1	0	0	1	0	#	0	1	0	000000000010000000000000000000000000000000000	1.000	1.000	1	29.00	9297	6951	0.87		3	3	0.000
#	0	#	1	#	0	0	0	0	0	#	1	0	0	#	0	1	0	#	0	0	#	#	000000000000000000000000000000000000000001000	0.761	0.986	1	88.34	9952	6952	0.65		31	59	0.014
0	0	#	0	0	1	0	0	0	1	#	#	0	0	0	0	1	0	0	0	#	#	0	000000000000000000000000000000000000100000010	1.000	1.000	1	46.33	9299	6953	0.78		3	3	0.000
#	0	#	0	#	0	#	0	0	0	0	0	0	0	#	#	#	0	0	1	0	#	0	000000000000000000000000000000000001000000000	0.480	0.964	1	199.99	9927	6954	0.65		43	207	0.036
0	1	0	0	0	#	#	0	0	0	0	0	0	1	#	0	0	#	#	0	#	0	0	000000000000000000000000000000001000000000000	0.759	0.986	1	104.89	9956	6956	0.74		27	39	0.014
0	1	0	#	0	0	#	#	0	#	0	0	0	0	0	#	#	0	0	1	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	63.48	9989	6957	0.70		11	11	0.000
0	0	0	0	0	0	1	0	0	0	#	1	0	0	#	1	0	#	0	0	0	0	#	000000000000000000000000100000000000000000000	0.850	0.992	1	36.75	9958	6961	0.83		7	11	0.008
0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	#	0	#	0	0	0	0	0	000000000000000000000000100000000000000000000	1.000	1.000	1	23.67	9307	6961	0.91		3	3	0.000
1	0	#	0	0	#	#	#	0	#	0	0	0	#	0	#	0	0	0	#	0	0	#	000010000000000000000000000000000000000000000	0.963	0.998	1	273.88	9969	6962	0.61		305	329	0.002
0	#	0	0	#	#	0	0	0	0	#	0	0	#	#	#	#	1	0	0	0	0	0	000000000010000000000000000000010000000000000	0.443	0.960	1	136.83	9313	6967	0.65		3	34	0.040
0	0	#	#	0	#	0	1	0	#	0	0	0	0	0	#	0	#	#	0	#	0	0	000000000100000000000000000000000000000000000	0.972	0.999	1	163.68	9999	6968	0.65		59	63	0.001
0	#	#	#	0	0	0	#	0	#	0	0	0	0	#	#	0	#	#	0	#	0	0	000000000100000000000000000000000000000000000	0.461	0.962	1	190.39	9999	6968	0.57		71	460	0.038
0	#	0	0	0	0	0	#	0	0	1	0	0	0	0	0	0	0	#	0	0	0	0	000000000000000000000000000000000000010000000	0.722	0.984	1	82.08	9742	6969	0.87		7	11	0.016
0	#	0	#	#	0	0	#	0	#	1	0	0	0	0	0	0	0	0	0	0	0	0	000000000000000000000000000000000000010000000	0.548	0.970	1	79.78	9742	6969	0.78		7	15	0.030
0	1	#	#	0	0	0	1	#	0	0	0	0	0	0	1	#	0	0	0	#	#	#	000000000100000000000000000000000000000000000	1.000	1.000	1	75.07	9728	6971	0.70		11	11	0.000
#	#	0	0	0	0	#	0	0	0	#	1	0	1	0	0	0	1	0	0	#	1	0	000000000000000000000000000000010000000000000	0.845	0.992	1	155.95	9971	6972	0.78		45	53	0.008
#	#	0	0	0	0	#	0	0	0	#	#	0	1	#	#	0	1	0	#	#	1	0	000000000000000000000000000000010000000000000	0.644	0.978	1	125.12	9971	6972	0.61		84	149	0.022
0	0	0	0	0	0	#	0	0	0	#	#	#	1	0	#	0	#	0	#	0	#	0	000000000000000000000000000000010000000000000	0.933	0.997	1	183.88	9981	6974	0.65		94	102	0.003
0	#	1	#	0	0	0	0	0	#	#	0	#	0	0	#	0	0	0	0	0	#	#	100000000000000000000000000000000000000000000	0.950	0.997	1	201.86	9992	6975	0.65		146	157	0.003
#	#	0	0	0	1	0	#	#	0	0	#	#	#	#	1	0	0	0	0	#	0	0	000000000000000000000000000000000000000000010	0.928	0.996	1	123.72	9966	6977	0.61		30	36	0.004
#	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	#	0	0	0	0	000000000000000000000000000000000000000000010	0.800	0.989	1	37.83	9323	6977	0.91		3	6	0.011
0	0	0	0	#	0	1	0	#	#	0	0	0	0	0	1	0	#	0	#	0	#	1	000000000000000000000000100000000000000000000	1.000	1.000	1	116.57	9734	6979	0.74		7	7	0.000
#	0	#	0	0	0	0	0	0	#	#	0	0	1	0	0	#	1	0	0	0	0	0	000000000000000000000000000000010000000000000	1.000	1.000	1	215.30	9933	6982	0.78		22	22	0.000
#	#	#	1	0	0	1	0	0	#	1	1	#	0	0	#	0	#	0	0	0	0	1	000000000000000000000000100000000000000000000	1.000	1.000	1	24.33	9329	6983	0.70		3	3	0.000
#	0	0	1	0	0	#	0	0	0	1	1	0	0	0	1	0	#	0	0	0	0	1	000000000000000000000000100000000000000000000	1.000	1.000	1	24.33	9329	6983	0.87		3	3	0.000
#	0	#	1	0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	0	0	0	0	000000000000000000000000000000000000100001000	0.508	0.967	1	145.00	9331	6985	0.87		3	38	0.033
#	#	#	0	0	#	0	0	0	0	0	0	0	#	0	#	0	#	#	0	0	0	0	000010000000000000000000000000000000000000000	0.576	0.973	1	203.94	9969	6986	0.65		328	1068	0.027
1	0	#	0	0	0	0	#	#	0	0	0	0	#	#	#	#	0	0	#	0	0	#	000010000000000000000000000000000000000000000	0.944	0.997	1	238.80	9969	6988	0.61		349	392	0.003
#	0	0	0	0	0	0	0	0	0	1	1	0	0	#	0	#	#	#	#	0	0	0	000000000000000001000000000000000000000000000	0.485	0.964	1	74.40	9336	6990	0.74		3	15	0.036
1	0	0	0	0	#	0	#	#	0	#	0	0	0	#	0	#	0	0	#	0	#	0	000010000000000000000000000000000000000000000	0.945	0.997	1	254.10	9969	6994	0.65		226	250	0.003
#	1	#	0	1	0	0	0	0	0	0	0	#	#	#	0	0	1	0	0	0	0	#	000010000000000000000000000100001000000000000	1.000	1.000	1	28.33	9342	6996	0.74		3	3	0.000
0	0	0	0	0	0	1	0	0	0	#	1	#	0	0	1	#	#	#	0	0	#	#	000000000000000000000000100000000000000000000	0.820	0.990	1	30.98	9958	6997	0.70		10	18	0.010
0	0	0	#	0	#	1	0	0	0	0	1	0	0	0	1	0	0	#	0	#	#	0	000000000000000000000000100000000000000000000	0.774	0.987	1	41.29	9343	6997	0.78		3	7	0.013
0	0	#	0	#	0	#	0	#	0	0	1	0	0	#	1	0	0	0	0	0	0	0	000000000000000000000000100000000000100000000	1.000	1.000	1	56.67	9346	7000	0.78		3	3	0.000
0	#	0	0	0	0	0	0	#	0	1	1	0	0	#	1	0	0	1	0	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	20.67	9347	7001	0.87		3	3	0.000
#	0	0	0	0	#	1	0	0	0	0	#	0	0	0	1	0	0	0	0	0	0	0	000000000000000000000000100000000000000100000	0.721	0.984	1	168.45	9654	7002	0.87		22	70	0.016
0	0	1	#	0	0	0	0	#	#	0	0	#	0	0	#	0	0	0	0	#	0	0	100000000000000000000000000000000000000000000	0.955	0.998	1	212.84	9992	7005	0.74		128	135	0.002
0	0	0	0	0	0	0	0	0	0	0	0	#	0	0	0	#	#	0	0	#	#	1	000000000000000000000000000000100000000000000	0.722	0.984	1	100.45	9693	7009	0.78		7	11	0.016
#	0	0	#	0	0	#	0	0	0	#	0	0	0	#	#	#	0	0	1	0	0	0	000000000100000000000000000000000000000000000	0.800	0.989	1	201.96	9988	7010	0.70		134	184	0.011
