-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	loss
0	1	0	0	#	0	#	1	0	0	0	#	0	0	0	#	0	#	0	0	0	#	#	000000000100000000000000000000000000000000000	1.000	1.000	1	100.79	9740	6397	0.70		14	14	0.000
1	#	0	0	0	0	0	0	0	0	0	0	0	1	1	#	#	#	#	0	0	1	0	000010000000000000000000000000000000000000000	0.806	0.989	1	77.02	9815	6398	0.78		18	27	0.011
1	#	0	0	0	0	0	0	#	0	#	0	0	1	1	#	#	1	0	#	0	1	0	000010000000000000000000000000000000000000000	0.806	0.989	1	77.02	9815	6398	0.74		18	27	0.011
#	0	#	#	0	0	0	#	0	1	0	1	0	#	0	0	#	0	#	#	#	1	0	000000000000000000000000000000000000100001000	1.000	1.000	1	26.75	9531	6399	0.61		4	4	0.000
0	#	#	1	0	0	0	0	#	1	0	#	0	0	0	0	1	0	0	0	0	#	0	000000000000000000000000000000000000100001000	1.000	1.000	1	35.11	9655	6399	0.78		9	9	0.000
1	0	#	#	#	#	0	0	0	0	0	0	0	0	#	0	0	#	0	0	0	#	0	000000000010000000000000000000000000000000000	0.391	0.954	1	215.44	9973	6404	0.70		9	304	0.046
#	0	0	#	#	0	#	0	#	0	#	0	0	0	#	#	#	0	#	1	#	0	0	000000000100000000000000000000000000000000000	0.796	0.989	1	180.29	9995	6407	0.52		165	225	0.011
1	0	0	#	#	0	0	0	0	0	0	#	0	#	1	0	#	1	0	0	0	#	#	000010000000000000000000000000000000000000000	0.745	0.985	1	82.67	9938	6408	0.70		43	70	0.015
0	#	0	0	0	0	#	0	0	#	0	#	#	1	#	0	0	#	0	0	#	#	0	000000000000000000000000000000010000000000000	0.655	0.979	1	120.27	9988	6409	0.61		112	209	0.021
0	0	0	0	#	0	0	0	#	1	1	1	#	0	0	0	#	#	0	#	0	0	0	000000000100000000000000000000000000100000000	0.862	0.993	1	42.54	9546	6414	0.74		8	12	0.007
0	0	0	0	0	0	0	#	0	0	0	0	0	0	#	#	0	0	0	#	#	#	0	000000000000000000000000000000000000001000000	0.421	0.958	1	195.47	9916	6415	0.74		23	476	0.042
1	1	#	0	0	0	0	#	#	0	#	0	0	#	#	0	0	0	#	#	0	0	#	000010000000000000000000000000001000000000000	0.878	0.994	1	185.68	9992	6418	0.61		199	253	0.006
0	0	1	1	0	0	0	#	0	0	0	0	0	0	#	1	#	0	0	1	#	#	0	100000000100000000000000000000000000000000000	1.000	1.000	1	30.00	9551	6419	0.78		4	4	0.000
#	0	0	1	#	0	0	#	0	0	#	1	#	#	0	0	#	0	0	0	#	0	0	000000000000100000000000000000000000010000000	0.236	0.930	2	119.52	9556	6424	0.65		4	83	0.070
0	#	0	0	0	0	0	0	1	#	0	1	0	0	0	#	0	0	0	0	#	0	0	000000000000000000000001000000000000000000000	0.677	0.981	1	64.18	9703	6427	0.83		13	23	0.019
0	#	0	0	0	0	0	0	1	0	#	1	0	1	0	0	0	#	#	#	0	1	0	000000000000000000000001000000000000000000000	1.000	1.000	1	51.25	9562	6430	0.78		4	4	0.000
0	0	#	0	#	0	0	0	1	#	0	1	0	#	0	0	0	0	#	#	#	#	0	000000000000000000000001000000000000000000000	0.848	0.992	2	67.41	9703	6430	0.65		22	27	0.008
#	0	1	0	0	0	0	0	0	0	0	#	0	#	#	0	#	#	0	0	0	#	0	100000000000000000000000000000000000000000000	0.970	0.999	1	195.16	9999	6431	0.70		170	178	0.001
#	#	1	0	#	0	0	0	#	0	#	#	0	#	0	0	0	#	0	0	0	0	0	100000000000000000000000000000000000000000000	0.980	0.999	1	201.69	9999	6431	0.65		168	172	0.001
0	1	0	0	0	0	0	0	0	#	0	0	0	1	#	0	0	1	0	#	0	1	0	000000000010000000000000000000000000000000000	0.607	0.975	1	73.22	9564	6432	0.87		4	9	0.025
1	0	#	0	0	0	0	0	0	0	0	1	0	#	1	0	0	1	0	0	0	1	0	000000000010000000000000000000000000000000000	0.759	0.986	2	68.34	9602	6434	0.91		9	13	0.014
#	0	#	0	0	#	#	0	#	0	0	1	0	0	1	0	0	#	0	#	0	1	0	000000000010000000000000000000000000000000000	1.000	1.000	1	53.11	9624	6434	0.70		9	9	0.000
#	0	0	0	0	0	0	#	0	1	1	#	#	0	0	#	1	0	0	0	0	#	1	000000000000000000000000000000000000100000000	1.000	1.000	1	27.62	9567	6435	0.74		8	8	0.000
0	0	#	0	1	0	0	0	#	0	#	0	#	#	0	#	#	#	0	0	0	#	#	000000000000000000000000000000000000000000001	0.969	0.998	1	114.97	9882	6436	0.57		65	70	0.002
#	0	#	0	1	0	0	0	0	0	#	0	#	#	#	0	#	0	0	0	0	#	#	000000000000000000000000000000000000000000001	0.840	0.991	1	98.81	9882	6436	0.61		74	113	0.009
#	0	1	#	#	0	0	0	#	0	#	1	#	#	#	#	#	#	0	0	#	0	0	100000000000000000000000000000000000000000000	0.833	0.991	1	118.65	9999	6437	0.48		72	105	0.009
0	0	0	1	#	0	0	0	0	0	#	#	0	0	0	#	#	0	0	0	#	0	#	000000000000000000000000000000000000000001000	0.811	0.990	1	119.35	9968	6440	0.70		92	139	0.010
0	1	0	0	0	0	#	1	#	0	0	0	0	#	0	1	0	0	0	0	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	103.89	9740	6446	0.87		9	9	0.000
1	#	0	0	0	0	#	0	#	0	0	#	#	0	0	#	0	0	0	0	0	#	0	000010000000000000000000000000000000000000000	0.843	0.992	1	247.12	9989	6449	0.70		256	387	0.008
0	#	0	1	0	0	0	#	#	0	0	#	0	0	0	0	#	0	0	0	0	#	#	000000000000000000000000000000000000000001000	0.941	0.997	1	146.94	9968	6450	0.70		63	73	0.003
#	0	0	0	0	#	0	1	0	#	0	0	#	0	0	0	0	0	#	#	0	0	0	000000000000000000000000000000000001000000000	0.515	0.967	1	127.68	9583	6451	0.74		8	30	0.033
#	0	0	#	#	0	#	#	0	0	#	0	0	0	#	1	0	0	0	0	#	0	0	000000000000000000010000000000000000000000000	0.387	0.954	1	152.19	9584	6452	0.65		4	156	0.046
0	0	0	1	0	0	0	0	0	0	#	#	0	0	0	0	#	0	0	0	#	0	0	000000000000000000000000000000000000000001000	0.797	0.989	1	126.47	9968	6454	0.83		76	118	0.011
0	0	#	#	0	0	0	1	0	0	1	0	0	#	0	1	#	0	0	#	0	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	64.25	9587	6455	0.74		4	4	0.000
1	1	#	0	0	#	0	0	0	0	0	#	0	0	0	0	0	0	0	#	#	#	0	000010000000000000000000000000001000000000000	0.875	0.993	1	206.25	9992	6459	0.74		98	134	0.007
#	0	0	0	0	#	0	0	0	0	#	#	0	1	#	#	#	1	#	0	0	#	0	000000000000000000000000000000000010000000000	0.406	0.956	1	159.04	9593	6461	0.61		4	177	0.044
0	0	0	0	#	#	0	0	0	0	#	#	0	1	1	0	0	#	#	0	#	0	0	000000000000000000000000000000000010000000000	0.440	0.960	1	60.72	9593	6461	0.70		4	21	0.040
0	0	0	0	0	#	0	#	#	#	0	0	0	0	#	0	0	#	0	0	0	0	0	000000000000000000000001000000000000000000000	0.493	0.965	1	200.44	9986	6462	0.74		77	343	0.035
1	1	0	0	1	0	0	#	0	0	#	#	0	1	1	#	0	1	0	0	0	1	#	000000000010000000000000000000010000000000001	1.000	1.000	1	21.00	9595	6463	0.78		4	4	0.000
1	1	0	0	1	#	0	#	0	0	0	1	0	#	1	0	0	1	0	0	#	1	#	000000000010000000000000000000010000000000001	1.000	1.000	1	21.00	9595	6463	0.78		4	4	0.000
0	#	0	0	0	0	#	0	0	0	0	1	0	#	0	#	0	0	0	0	0	0	#	000000000000000000000000000000000000010000000	0.421	0.958	1	100.48	9598	6466	0.78		4	31	0.042
0	0	0	0	0	0	0	#	0	0	#	1	0	#	0	0	0	0	0	0	0	0	0	000000000000000000000000000000000000010000000	0.567	0.972	2	85.19	9711	6466	0.87		9	31	0.028
1	0	0	#	0	0	0	0	#	#	#	1	0	#	1	0	0	1	0	0	0	1	0	000000000010000000000000000000000000000000000	0.742	0.985	1	68.83	9602	6470	0.78		8	12	0.015
1	0	0	#	0	0	0	0	0	0	0	1	0	#	1	#	0	1	0	0	0	1	#	000000000010000000000000000000000000000000000	0.742	0.985	1	68.83	9602	6470	0.83		8	12	0.015
1	0	0	0	0	#	0	0	#	0	#	#	#	#	#	0	0	#	0	#	0	0	0	000010000000000000000000000000000000000000000	0.913	0.995	1	219.25	9989	6475	0.61		423	487	0.005
0	0	0	1	0	0	0	#	0	0	1	1	0	#	0	0	0	0	1	0	0	0	0	000000000001000000000000000000000000000001000	1.000	1.000	1	70.00	9610	6478	0.91		4	4	0.000
0	0	0	1	0	0	0	0	0	#	1	1	0	0	0	0	0	#	1	0	0	0	0	000000000001000000000000000000000000000001000	1.000	1.000	1	70.00	9610	6478	0.91		4	4	0.000
1	1	0	0	0	0	#	0	#	#	#	0	0	0	#	#	#	0	#	#	0	#	#	000010000000000000000000000000001000000000000	0.860	0.992	1	181.25	9992	6481	0.52		102	139	0.008
1	0	#	0	0	#	#	#	#	0	0	0	0	#	0	0	0	0	0	0	0	#	0	000010000000000000000000000000000000000000000	0.945	0.997	1	244.30	9989	6482	0.70		381	422	0.003
1	1	0	#	0	#	#	#	#	0	#	0	0	#	#	#	0	#	0	#	0	0	#	000010000000000000000000000000001000000000000	0.788	0.988	1	167.51	9992	6483	0.48		199	285	0.012
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	0	#	#	0	#	000010000000000000000100000000000000000000000	0.600	0.975	1	252.48	9616	6484	0.83		4	263	0.025
0	0	0	0	0	0	#	#	0	0	#	0	#	0	0	#	#	0	0	1	0	0	0	000000000100000000000000000000000000000000000	0.762	0.986	1	167.15	9995	6487	0.74		159	232	0.014
0	0	0	1	0	0	#	0	0	0	0	1	0	#	0	0	1	0	#	0	0	0	0	000000000000000000000000000000000000100001000	0.681	0.981	1	112.59	9622	6490	0.87		8	21	0.019
0	0	#	0	0	0	0	0	0	0	#	1	0	0	1	0	0	1	0	0	0	1	0	000000000010000000000000000000000000000000000	1.000	1.000	1	44.00	9624	6492	0.91		4	4	0.000
#	0	0	0	0	#	0	0	0	0	0	1	#	0	1	0	0	1	0	0	0	#	#	000000000010000000000000000000000000000000000	1.000	1.000	1	49.83	9624	6492	0.78		12	12	0.000
0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	0	0	0	#	0	0	#	0	010000000000000000000000000000000000000000000	0.479	0.964	1	243.60	9793	6494	0.87		32	171	0.036
1	#	0	0	0	0	0	0	0	0	#	#	0	0	#	0	0	1	#	0	0	1	0	000010000000000000000000000000001000000000000	0.638	0.978	1	75.49	9627	6495	0.78		8	25	0.022
0	#	0	1	0	1	0	#	0	0	0	0	0	0	0	0	1	0	1	#	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	1	17.00	9629	6497	0.87		4	4	0.000
#	0	1	0	0	#	0	#	0	0	0	#	0	0	0	1	1	0	1	1	0	0	#	100000000000000000000000000000000001000000000	1.000	1.000	1	19.50	9631	6499	0.78		4	4	0.000
0	0	1	1	0	#	0	0	#	0	0	1	0	0	0	0	#	0	0	0	0	0	0	100000000000000000000000000000000000000001000	0.790	0.988	1	93.12	9840	6500	0.87		9	19	0.012
1	#	0	0	0	0	0	0	#	0	#	0	0	1	1	#	#	1	0	0	0	1	0	000010000000000000000000000000000000000000000	0.800	0.989	1	77.05	9815	6503	0.78		17	26	0.011
1	#	0	0	0	0	0	0	0	0	#	0	0	1	1	#	#	1	0	#	#	1	0	000010000000000000000000000000000000000000000	0.800	0.989	1	77.05	9815	6503	0.74		17	26	0.011
0	0	#	0	0	0	0	1	0	#	1	1	0	0	0	0	0	0	0	0	#	#	0	000000000100000000000000000000000000000000000	0.780	0.988	1	32.33	9637	6505	0.83		4	9	0.012
0	0	0	0	0	0	0	0	0	0	0	0	0	#	#	0	0	0	0	0	1	0	#	000000000000000000000000000000000010000000000	1.000	1.000	1	94.97	9914	6506	0.87		13	13	0.000
#	#	#	0	0	0	0	0	0	0	#	0	0	#	0	0	0	0	0	0	1	0	0	000000000000000000000000000000000010000000000	0.862	0.993	1	88.73	9935	6506	0.78		28	36	0.007
0	0	0	0	0	1	0	0	0	0	0	0	0	#	0	1	0	0	0	#	0	0	0	000000000000000000000000000000000000000000010	0.869	0.993	1	107.47	9876	6508	0.91		30	38	0.007
#	0	0	#	#	1	0	#	#	#	#	0	0	0	0	#	0	0	0	0	0	#	0	000000000000000000000000000000000000000000010	0.975	0.999	1	120.96	9909	6508	0.61		65	69	0.001
0	0	#	0	0	0	0	0	0	0	#	#	0	0	0	1	1	#	#	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	86.61	9995	6511	0.78		18	18	0.000
0	#	0	0	0	0	1	#	0	1	0	1	#	0	0	1	#	0	#	#	0	0	1	000000000000000000000000100000000000100000000	1.000	1.000	1	19.25	9650	6518	0.74		4	4	0.000
0	#	0	0	#	0	1	0	0	1	0	#	#	0	0	1	1	0	0	0	0	0	1	000000000000000000000000100000000000100000000	1.000	1.000	1	19.25	9650	6518	0.83		4	4	0.000
0	0	0	0	#	0	#	0	0	0	#	#	0	0	0	1	#	0	1	0	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	16.50	9651	6519	0.78		4	4	0.000
#	0	0	0	0	#	#	#	0	0	#	1	0	0	0	1	0	0	1	0	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	2	16.50	9651	6519	0.78		4	4	0.000
0	#	#	1	#	0	0	0	0	1	0	1	0	0	#	#	1	0	#	#	0	0	#	000000000000000000000000000000000000100001000	1.000	1.000	1	41.00	9655	6523	0.65		4	4	0.000
#	0	#	#	1	0	#	0	0	0	#	0	#	#	0	#	#	0	0	0	0	#	0	000000000000000000000000000000000000000000001	0.836	0.991	1	104.35	9882	6524	0.57		63	97	0.009
0	#	1	#	0	0	0	0	#	0	0	0	0	0	#	0	0	#	0	1	0	#	#	000000000000000000000000000000000001000000000	0.443	0.960	1	91.39	9657	6525	0.70		4	39	0.040
#	1	0	#	0	#	0	0	0	0	#	0	#	1	0	#	0	1	0	0	#	#	0	000000000000000000000000000000010000000000000	0.559	0.971	1	115.48	9944	6526	0.65		26	45	0.029
#	#	0	0	0	0	0	0	0	0	0	#	#	1	0	0	0	1	#	#	0	#	0	000000000000000000000000000000010000000000000	0.722	0.984	1	157.45	9985	6526	0.70		145	205	0.016
0	0	0	#	0	0	0	0	#	1	1	0	0	0	0	0	0	#	0	#	0	1	0	000000000000000000000000000000000000100001000	1.000	1.000	1	20.00	9660	6528	0.83		4	4	0.000
0	0	0	#	#	#	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	#	0	000000000000000000000100000000000000000000000	1.000	1.000	1	58.75	9662	6530	0.83		4	4	0.000
#	0	0	0	#	0	#	0	0	0	#	0	#	0	0	0	#	#	#	1	#	0	0	000000000100000000000000000000000000000000000	0.855	0.992	1	182.44	9979	6534	0.61		75	94	0.008
1	1	0	0	0	0	0	#	#	#	#	#	0	0	#	0	#	0	0	#	0	0	#	000010000000000000000000000000001000000000000	0.864	0.993	1	179.00	9992	6535	0.61		104	140	0.007
0	#	1	#	#	0	0	0	#	0	#	0	0	0	#	0	#	#	0	0	0	#	#	100000000000000000000000000000000000000000000	0.937	0.997	1	173.33	9994	6536	0.57		153	170	0.003
0	0	0	0	#	0	0	0	0	0	0	0	0	#	0	0	#	0	0	0	#	#	#	000000000000000000000000000000000000000000001	0.485	0.964	1	178.58	9882	6541	0.74		65	326	0.036
#	0	0	#	0	#	0	0	0	0	0	1	#	1	0	0	0	#	0	0	0	1	0	000000000000000000000000000000010000000000000	1.000	1.000	2	191.32	9985	6543	0.78		37	37	0.000
1	1	0	0	1	0	#	#	0	#	0	#	0	#	0	0	0	0	0	#	0	0	0	000000000000000000000000000000000000000000001	0.607	0.975	1	47.78	9684	6552	0.74		4	9	0.025
#	1	0	0	1	0	#	0	0	0	0	0	0	0	#	0	0	0	0	0	0	0	0	000000000000000000000000000000000000000000001	0.800	0.989	1	50.38	9684	6552	0.87		4	8	0.011
0	0	0	0	0	0	0	0	1	0	0	1	0	0	#	#	0	0	0	0	0	#	0	000000000000000000000001000000000000000000000	0.816	0.990	1	70.31	9703	6559	0.87		17	22	0.010
0	#	0	#	0	0	0	0	1	#	0	#	0	#	0	0	0	0	#	0	#	1	0	000000000000000000000001000000000000000000000	1.000	1.000	1	48.25	9691	6559	0.70		8	8	0.000
1	1	#	0	0	0	#	#	#	#	#	0	0	0	#	0	0	0	#	0	0	0	#	000010000000000000000000000000001000000000000	0.891	0.994	1	212.43	9992	6560	0.61		89	120	0.006
0	#	0	1	#	0	0	0	#	0	0	#	0	#	0	0	#	0	1	0	0	#	1	000000000000000000000000000000000000000001000	0.800	0.989	1	28.75	9694	6562	0.70		4	8	0.011
0	0	0	1	0	0	0	0	0	0	0	1	0	0	#	0	1	0	#	0	#	1	1	000000000000000000000000000000000000000001000	1.000	1.000	1	23.50	9694	6562	0.87		4	4	0.000
0	#	0	0	0	0	#	#	#	0	0	0	1	#	#	#	0	0	#	0	0	#	0	000000000000000000000000000000000000001000000	1.000	1.000	1	132.19	9926	6563	0.61		57	57	0.000
0	#	0	0	#	0	#	#	#	0	0	1	0	1	1	0	#	#	0	0	0	1	0	000000000000000000000000000000001000000000000	1.000	1.000	1	39.75	9696	6564	0.70		4	4	0.000
0	1	0	#	#	#	0	0	0	#	#	0	0	0	0	0	0	0	0	1	0	0	0	000000000100000000000000000000000000000000000	0.470	0.963	1	59.89	9699	6567	0.78		4	9	0.037
0	#	#	#	0	0	#	0	0	0	0	0	0	#	#	0	0	0	0	1	#	#	0	000000000100000000000000000000000000000000000	0.812	0.990	1	169.61	9979	6567	0.65		89	116	0.010
#	1	0	0	#	0	0	0	0	0	0	0	0	0	0	#	1	0	0	0	0	#	#	001000000000000000000000000000000000000000000	0.470	0.963	1	72.00	9701	6569	0.78		4	9	0.037
0	#	0	0	0	0	0	0	#	0	0	1	#	#	0	0	1	0	1	0	0	#	#	000000000000000000000000000000000000000001000	1.000	1.000	1	34.50	9702	6570	0.74		4	4	0.000
0	#	0	0	0	0	0	0	0	0	#	1	0	0	0	0	1	0	1	0	0	#	0	000000000000000000000000000000000000000001000	1.000	1.000	1	34.50	9702	6570	0.87		4	4	0.000
0	#	0	0	0	0	0	0	1	#	0	1	#	0	0	#	0	0	0	0	#	0	0	000000000000000000000001000000000000000000000	0.665	0.980	1	63.76	9703	6571	0.78		12	22	0.020
0	0	0	0	0	#	0	0	0	0	#	#	0	0	#	#	0	0	1	1	#	0	0	000000010100000000000000000000000000000000000	1.000	1.000	1	65.25	9707	6575	0.74		4	4	0.000
0	0	0	0	0	#	#	0	#	0	0	0	0	0	0	1	0	0	1	1	#	0	0	000000010100000000000000000000000000000000000	1.000	1.000	1	65.25	9707	6575	0.83		4	4	0.000
#	#	1	0	#	#	0	0	#	0	#	0	0	#	0	0	#	#	0	0	0	0	0	100000000000000000000000000000000000000000000	0.960	0.998	1	205.14	9920	6576	0.61		122	130	0.002
1	0	#	0	1	#	0	0	0	0	0	0	0	1	0	#	1	0	#	0	0	#	#	000010000000000000000000000000000000000000001	1.000	1.000	1	44.75	9710	6578	0.74		4	4	0.000
0	#	#	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	#	0	0	0	000000000000000000000000000000000000010000000	0.477	0.964	1	73.22	9711	6579	0.87		4	22	0.036
0	0	0	0	0	0	0	0	#	0	1	1	0	0	0	0	0	0	0	#	0	0	0	000000000000000000000000000000000000010000000	0.525	0.968	1	77.19	9711	6579	0.91		4	14	0.032
0	0	0	0	0	#	0	0	0	#	0	0	1	#	0	#	0	0	0	1	0	0	0	000000000000000000000000000000000000001000000	0.853	0.992	1	58.19	9952	6580	0.83		9	14	0.008
#	0	0	0	0	0	0	#	0	0	#	#	#	1	0	#	0	1	0	#	0	1	0	000000000000000000000000000000010000000000000	0.870	0.993	1	196.63	9985	6582	0.70		52	64	0.007
0	#	1	0	0	0	0	0	#	0	#	#	0	0	0	0	0	#	0	0	#	1	1	100000000000000000000000000000000000000000000	1.000	1.000	2	44.20	9879	6591	0.74		13	13	0.000
#	0	0	0	#	0	0	#	1	0	#	0	#	0	0	#	0	0	0	#	0	0	0	000000000000001000000000000000000000000000000	0.488	0.965	1	171.09	9779	6593	0.70		21	101	0.035
0	0	#	0	0	0	0	#	1	#	0	0	0	#	0	0	0	0	#	0	#	0	0	000000000000001000000000000000000000000000000	0.506	0.966	1	157.20	9779	6593	0.74		29	118	0.034
0	#	1	0	0	0	0	0	#	0	0	0	1	#	#	0	0	0	0	0	#	#	#	100000000000000000000000000000000000000000000	1.000	1.000	1	52.75	9727	6595	0.70		4	4	0.000
1	0	0	0	0	#	0	0	0	0	0	0	0	#	#	0	0	0	0	0	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	97.11	9935	6597	0.87		14	14	0.000
#	0	0	0	0	0	#	0	0	0	#	#	0	0	0	1	1	0	#	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	96.37	9995	6603	0.78		13	13	0.000
0	0	0	0	0	#	0	0	1	#	0	0	0	#	#	#	#	0	0	0	0	#	#	000000000000000000000001000000000000000000000	0.816	0.990	1	158.02	9986	6604	0.65		85	110	0.010
#	1	0	#	0	0	0	0	#	0	0	#	#	1	0	0	0	1	#	#	0	#	0	000000000000000000000000000000010000000000000	0.612	0.976	1	104.97	9950	6606	0.65		56	88	0.024
0	0	1	#	0	0	#	0	0	0	#	1	0	0	0	0	1	0	0	#	0	#	0	000000000000000000000000000000000000000001000	0.477	0.964	1	81.85	9739	6607	0.78		4	22	0.036
0	#	0	0	0	0	#	1	0	#	#	0	0	#	0	1	0	0	0	0	0	#	#	000000000100000000000000000000000000000000000	1.000	1.000	1	157.87	9956	6608	0.70		53	53	0.000
0	0	#	#	0	0	0	0	#	0	#	0	1	0	0	0	#	0	0	1	#	0	0	000000000100000000000000000000000000001000000	0.780	0.988	1	59.22	9742	6610	0.74		4	9	0.012
0	0	#	#	0	1	0	0	0	#	0	#	1	#	0	1	0	#	0	0	0	0	#	000000000000000000000000000000000000001000010	1.000	1.000	1	34.75	9749	6617	0.70		4	4	0.000
0	0	0	0	#	1	0	0	0	0	#	0	0	0	#	1	0	0	0	0	0	0	0	000000000000000000000000000000000000000000010	1.000	1.000	1	121.84	9876	6618	0.87		29	29	0.000
1	0	0	#	0	0	#	0	0	#	#	#	0	#	0	#	#	0	0	0	0	#	0	000010000000000000000000000000000000000000000	0.939	0.997	2	233.91	9989	6620	0.61		411	464	0.003
0	0	0	#	0	0	1	#	0	0	0	0	0	#	0	#	0	#	#	0	#	#	#	000000000000000000000000100000000000000000000	0.914	0.996	1	158.33	9958	6622	0.61		79	99	0.004
0	0	0	0	1	0	0	0	0	#	0	0	0	#	0	0	#	#	0	0	0	#	#	000000000000000000000000000000000000000000001	0.965	0.998	1	114.97	9882	6625	0.74		58	63	0.002
0	0	#	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	000000000010000000000000000000000010000000000	1.000	1.000	2	25.50	9758	6626	0.96		4	4	0.000
0	0	0	1	0	#	0	0	0	0	#	#	0	0	#	#	0	0	0	0	#	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	65.75	9759	6627	0.74		4	4	0.000
0	0	0	1	0	0	0	0	0	0	#	#	#	0	#	1	0	0	0	0	0	#	#	000000000000000000000000000000000000000001000	1.000	1.000	1	65.75	9759	6627	0.74		4	4	0.000
#	#	1	0	0	0	0	0	0	#	0	1	0	#	0	0	0	0	0	0	#	0	#	100000000000000000000000000000000000000000000	1.000	1.000	1	199.39	9999	6630	0.74		39	39	0.000
#	0	0	0	0	1	0	0	0	0	#	0	0	0	0	#	0	0	0	#	0	0	0	000000000000000000000000000000000000000000010	0.877	0.993	2	108.42	9909	6631	0.83		64	85	0.007
1	0	0	#	0	#	#	0	0	0	0	#	#	#	0	0	0	0	0	0	0	#	#	000010000000000000000000000000000000000000000	0.944	0.997	1	244.32	9989	6632	0.65		367	407	0.003
0	0	0	0	0	#	0	0	1	0	0	#	0	0	0	0	0	0	0	0	0	#	0	000000000000000000000001000000000000000000000	0.789	0.988	1	147.68	9986	6639	0.87		91	121	0.012
1	1	0	0	0	0	0	#	0	#	#	0	0	#	#	0	0	#	#	#	0	0	#	000010000000000000000000000000001000000000000	0.796	0.989	2	173.43	9992	6642	0.61		184	262	0.011
1	0	0	#	#	0	#	#	0	0	0	#	#	#	0	0	0	0	0	#	1	0	#	000000000000000000000000000000000010000000000	1.000	1.000	1	96.62	9935	6643	0.61		13	13	0.000
0	#	0	0	0	0	#	#	#	0	0	1	0	1	0	0	0	0	0	#	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	74.04	9961	6644	0.78		14	14	0.000
0	1	0	0	0	#	#	0	0	0	0	1	0	1	0	#	0	0	#	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	98.78	9961	6644	0.83		9	9	0.000
0	0	0	#	0	0	#	1	#	0	#	#	0	0	0	1	0	0	0	#	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	2	165.37	9956	6645	0.74		44	44	0.000
0	0	0	0	0	0	0	#	1	0	0	0	#	#	#	0	0	0	0	#	0	#	0	000000000000001000000000000000000000000000000	0.500	0.966	1	165.49	9779	6647	0.74		24	103	0.034
1	0	#	#	0	0	#	0	0	0	0	1	#	#	0	0	#	0	1	#	#	0	0	000010000000000000000000000000000000000000000	1.000	1.000	1	30.50	9784	6652	0.65		4	4	0.000
#	0	0	0	#	0	#	0	0	1	0	0	0	#	0	0	1	0	0	0	0	0	0	000000000001000000000000000000000000100000000	1.000	1.000	1	46.00	9788	6656	0.83		4	4	0.000
1	1	0	0	0	0	0	#	0	#	#	0	#	1	1	0	#	0	#	0	#	#	0	000010000000000000000000000000001000000000000	1.000	1.000	1	85.88	9790	6658	0.65		8	8	0.000
0	0	0	1	#	#	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	#	0	000000000000000000000000000000000000000001000	0.800	0.989	1	81.50	9792	6660	0.87		4	8	0.011
#	0	0	0	1	0	0	0	#	0	0	1	0	1	#	0	0	#	0	0	0	1	0	000010000000000000000000000000000000000000001	1.000	1.000	1	30.75	9794	6662	0.83		4	4	0.000
#	#	0	0	0	0	0	#	0	0	0	#	#	1	0	#	0	1	0	0	0	1	#	000000000000000000000000000000010000000000000	0.774	0.987	2	162.95	9985	6665	0.70		81	105	0.013
#	0	0	0	0	0	0	#	0	0	#	0	#	1	0	#	0	1	0	0	0	1	0	000000000000000000000000000000010000000000000	0.742	0.985	1	200.17	9962	6665	0.78		18	30	0.015
1	1	0	0	0	0	0	0	0	0	0	0	#	#	#	0	1	0	#	0	0	0	0	000010000000000000000000000000001000000000000	0.820	0.990	1	61.85	9975	6666	0.83		23	27	0.010
#	1	#	0	0	0	0	#	0	0	0	#	0	1	0	0	#	0	0	0	0	0	0	000010000000000000000000000000001000000000000	0.748	0.986	1	133.10	9975	6666	0.78		103	174	0.014
0	0	0	1	#	0	#	0	#	1	1	1	0	0	0	#	#	0	1	0	0	#	1	000000000000000000000000000000000000100001000	1.000	1.000	1	27.50	9799	6667	0.74		4	4	0.000
0	0	0	#	0	0	#	0	0	0	1	0	#	0	0	#	#	#	0	#	0	1	0	000000000000000000000000000000000000001000000	1.000	1.000	1	28.75	9801	6669	0.70		4	4	0.000
