Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	-0.296;0.028	#	#	-0.235;0.070	#	#	#	#	#	#	-0.166;0.054	-0.086;0.284	-0.237;0.237	#	010000	1.000	1.000	2	212.56	49996	44611	0.29		113	113
#	#	#	-0.181;0.189	-0.243;0.247	0.584;1.180	#	#	#	#	#	#	#	#	#	#	#	010000	0.080	0.777	1	108.60	49979	44614	0.18		57	159
#	#	0.177;0.537	0.260;0.367	#	0.536;0.906	#	0.233;0.521	0.423;0.813	0.525;0.965	0.235;0.655	0.375;0.837	0.305;0.655	#	0.301;0.801	#	0.447;0.754	001010	0.100	1.000	1	90.80	44623	44623	0.65		0	0
0.153;0.563	0.492;0.852	#	0.260;0.640	0.524;1.004	#	0.262;0.642	0.061;0.521	0.463;0.931	#	#	#	0.375;0.725	#	0.301;1.207	#	#	001010	1.000	1.000	1	111.00	49623	44623	0.53		3	3
#	#	#	#	#	-0.340;0.254	#	#	#	-0.188;0.338	-0.146;0.154	#	0.694;1.004	#	#	0.851;1.128	0.827;1.061	100000	1.000	1.000	1	132.14	49902	44624	0.35		7	7
#	-0.117;0.183	0.596;0.996	0.565;0.975	#	0.512;0.887	#	0.721;1.488	#	#	#	0.422;0.839	#	-0.005;0.340	0.222;0.592	#	#	100001	1.000	1.000	1	60.00	49627	44627	0.47		3	3
0.203;0.662	#	0.225;0.525	-0.100;0.390	0.010;0.397	#	-0.041;0.208	#	0.311;0.811	0.219;0.489	#	#	#	#	#	#	#	100000	0.075	0.772	1	178.56	49632	44632	0.41		12	38
#	-0.094;0.156	0.800;1.200	0.750;1.250	0.795;1.205	#	#	0.675;0.985	#	0.785;1.215	#	#	-0.196;0.204	#	-0.225;0.330	#	#	010000	1.000	1.000	1	53.00	49637	44637	0.47		3	3
#	#	0.687;1.167	#	#	-0.340;0.231	#	0.705;0.910	#	#	-0.343;0.188	0.287;0.650	#	#	0.169;0.539	#	0.339;0.780	100000	1.000	1.000	1	54.33	49644	44644	0.41		3	3
-0.081;0.290	#	-0.142;0.397	-0.149;0.477	#	#	#	0.365;0.883	#	0.110;0.645	#	#	#	0.172;0.837	#	#	#	001000	0.073	0.770	1	201.79	49994	44645	0.35		202	594
0.089;0.389	#	0.327;0.797	#	#	#	0.464;0.960	#	0.113;0.620	0.199;0.982	#	#	0.077;0.454	0.038;0.388	0.075;0.575	0.238;0.733	0.057;0.463	000001	1.000	1.000	1	92.00	49646	44646	0.59		3	3
0.036;0.504	#	0.174;0.579	0.088;0.607	-0.090;0.414	0.462;1.158	#	-0.095;0.255	0.004;0.294	#	#	0.100;0.768	#	#	#	#	#	000001	1.000	1.000	1	128.30	49764	44647	0.47		10	10
-0.001;0.282	#	#	0.088;0.553	-0.008;0.402	-0.238;0.593	#	0.229;0.659	#	-0.417;0.322	#	0.068;1.154	#	-0.139;0.255	0.333;0.753	#	#	000100	0.070	0.766	1	231.64	49959	44649	0.53		110	417
#	#	-0.203;0.267	-0.227;0.233	#	#	-0.235;0.070	#	-0.181;0.209	#	#	-0.118;0.349	-0.042;0.159	#	-0.412;0.031	-0.237;0.192	-0.114;0.593	010000	1.000	1.000	1	212.97	49996	44651	0.53		79	79
-0.103;0.195	#	#	-0.219;0.434	#	0.553;1.052	#	0.071;1.022	0.673;1.013	#	-0.167;0.587	0.266;0.722	0.795;1.205	0.405;0.836	0.089;1.327	#	#	000010	1.000	1.000	1	65.67	49652	44652	0.59		3	3
#	#	0.041;0.439	-0.562;0.482	#	-0.897;0.349	#	0.541;0.811	0.042;0.863	#	0.014;0.275	-0.099;0.666	-0.038;0.466	0.147;0.467	#	#	0.226;0.514	000010	0.337	0.897	1	219.67	49930	44663	0.59		22	34
#	0.176;0.476	0.459;0.926	0.337;0.501	0.263;0.583	0.190;0.855	#	0.361;0.609	0.170;0.645	0.601;0.683	0.370;0.749	#	#	#	0.069;0.882	#	#	000001	1.000	1.000	2	122.67	49664	44664	0.59		3	3
-0.304;0.478	0.613;0.913	0.041;0.332	-0.481;0.306	#	#	#	-0.034;0.596	-0.205;0.368	#	0.014;0.587	#	#	#	#	#	#	000010	0.247	0.870	1	137.18	49830	44665	0.41		14	23
-0.172;0.213	-0.023;0.500	#	0.825;1.175	#	#	#	#	#	0.845;1.155	0.745;1.035	-0.128;0.137	#	-0.162;0.188	#	#	#	000010	1.000	1.000	1	44.67	49673	44673	0.41		3	3
0.540;0.800	0.244;0.674	0.386;0.826	0.165;0.535	#	0.232;0.836	#	#	#	0.312;0.662	#	0.043;0.475	0.485;0.785	0.381;0.791	#	0.098;0.444	#	000100	1.000	1.000	1	58.00	49674	44674	0.59		3	3
#	#	#	-0.185;0.085	#	-0.161;0.165	#	0.406;1.295	#	-0.191;0.420	#	#	#	#	0.448;0.918	#	#	100000	0.063	0.758	1	195.68	49986	44677	0.29		297	996
-0.120;0.160	0.176;0.616	#	-0.108;0.265	#	0.194;0.474	0.414;0.894	#	#	-0.132;0.238	0.589;0.939	#	0.311;0.581	-0.060;0.200	0.497;0.977	0.247;0.584	0.577;1.014	010000	1.000	1.000	1	57.00	49680	44680	0.71		3	3
#	0.025;0.380	-0.038;-0.012	#	#	0.057;0.308	#	#	-0.217;0.263	#	0.017;0.532	0.337;0.697	0.093;0.434	-0.307;0.402	#	#	#	001000	0.015	0.826	1	253.58	44690	44690	0.47		0	0
0.486;0.529	0.049;0.613	0.816;1.146	#	0.679;1.109	-0.081;0.062	0.262;0.642	0.725;0.985	0.575;0.955	#	#	0.427;0.551	-0.190;0.290	#	#	#	#	000001	0.100	1.000	1	36.67	44695	44695	0.59		0	0
0.486;0.926	#	#	0.371;0.905	#	#	0.262;0.642	0.705;1.005	#	0.568;0.869	#	0.162;0.427	#	#	#	#	#	000001	1.000	1.000	1	37.67	49695	44695	0.35		3	3
#	0.805;1.195	#	0.826;1.140	0.756;1.126	#	#	#	0.738;1.088	-0.043;0.490	0.595;1.230	#	#	#	#	#	#	001000	1.000	1.000	1	60.86	49699	44699	0.35		12	12
#	#	0.733;1.174	#	#	-0.024;0.774	0.765;1.235	#	#	#	#	0.337;0.936	#	#	#	0.383;0.819	#	001000	0.151	0.828	1	61.85	49699	44699	0.29		15	31
0.691;1.041	0.002;0.462	0.387;0.817	#	-0.225;0.245	0.204;0.524	#	#	0.492;0.762	0.256;0.516	0.130;0.400	#	-0.129;0.181	#	0.084;0.584	0.242;0.492	0.235;0.691	000001	1.000	1.000	1	83.33	49703	44703	0.71		3	3
-0.100;0.827	#	0.161;0.383	#	#	-0.164;0.125	-0.104;0.573	#	#	#	0.218;0.275	#	-0.311;0.466	#	#	0.152;0.627	#	000010	0.197	0.850	1	223.89	49993	44711	0.41		26	50
#	-0.243;0.257	#	-0.185;0.226	-0.246;0.223	-0.776;0.332	#	#	#	-0.179;0.378	#	#	#	#	0.525;1.007	0.650;1.395	#	100000	0.096	0.791	1	206.43	49986	44719	0.41		316	800
#	-0.562;0.241	#	0.162;0.502	0.226;1.088	#	#	#	#	-0.091;0.169	-0.148;0.332	#	#	#	-0.559;0.130	#	#	000110	0.039	0.722	1	114.77	49725	44725	0.35		6	18
#	#	#	0.197;0.467	#	#	#	0.391;0.674	#	-0.091;0.169	#	-0.148;0.176	-0.134;0.286	#	#	#	#	000110	1.000	1.000	2	131.67	49725	44725	0.29		6	6
#	#	-0.142;0.272	-0.058;0.477	0.052;0.312	#	-0.136;0.229	0.309;0.894	0.106;0.695	#	0.099;0.497	#	0.084;0.434	0.172;0.526	#	0.226;0.737	#	001000	0.239	0.867	1	279.20	49962	44728	0.59		51	85
#	-0.057;0.266	#	0.266;0.656	#	#	#	#	-0.132;0.232	#	#	#	#	#	0.605;1.065	#	#	100000	0.219	0.859	1	116.32	49815	44729	0.24		53	97
#	#	#	0.510;0.861	0.063;0.433	-0.124;1.158	0.348;1.004	0.234;0.797	#	0.071;0.869	#	#	#	-0.477;0.510	#	#	#	000001	0.686	0.963	1	142.47	49894	44746	0.41		24	27
-0.144;0.282	#	#	#	-0.110;0.190	#	#	#	#	#	#	#	-0.218;0.248	-0.167;0.168	0.401;0.800	#	#	000100	0.107	0.799	1	205.16	49959	44754	0.29		333	906
-0.552;0.130	-0.220;0.250	-0.128;0.142	-0.196;0.224	-0.178;0.262	-0.124;0.246	#	0.814;1.019	-0.057;0.193	-0.009;0.371	-0.200;0.210	0.700;1.034	-0.143;0.157	#	0.734;1.004	0.631;1.106	0.748;1.006	100010	0.071	0.767	1	200.99	48490	44757	0.88		3	106
-0.095;0.427	-0.142;0.228	-0.174;0.256	#	#	0.210;0.640	-0.497;0.238	0.494;0.984	0.429;0.827	#	#	0.464;0.941	0.052;0.582	#	#	0.555;0.803	0.523;1.168	000110	0.391	0.910	1	162.59	49760	44760	0.65		6	13
-0.037;0.583	#	0.459;1.179	#	#	#	#	0.309;0.664	#	#	#	#	#	0.298;0.796	0.481;0.771	#	#	000001	0.249	0.870	1	131.33	49763	44763	0.29		15	27
#	0.515;0.855	#	0.468;0.861	#	#	0.360;0.998	#	#	#	0.581;1.004	0.380;0.725	#	#	#	0.248;0.704	#	000001	0.263	0.875	1	102.14	49765	44765	0.35		15	24
#	-0.328;0.387	#	#	#	#	0.393;0.643	#	#	#	0.830;1.170	-0.006;0.260	#	#	-0.160;0.284	0.625;0.921	#	010000	1.000	1.000	1	77.33	49766	44766	0.35		3	3
0.059;0.359	-0.055;0.355	-0.189;0.181	#	-0.246;0.223	#	-0.103;0.431	#	#	#	#	0.508;1.227	#	#	#	#	0.897;1.193	100000	0.162	0.833	1	129.11	49767	44767	0.41		6	12
#	-0.088;0.796	#	0.310;0.590	#	#	#	#	-0.181;0.484	#	0.082;0.578	0.699;1.125	#	#	#	0.749;1.095	#	100000	0.218	0.859	1	140.19	49976	44773	0.35		21	33
#	#	0.048;0.269	0.266;0.742	#	#	#	0.666;1.005	0.024;0.321	#	#	0.658;1.089	#	#	#	0.749;1.095	0.633;1.390	100000	1.000	1.000	1	144.00	49773	44773	0.41		18	18
-0.304;0.478	0.613;0.913	0.041;0.332	-0.124;0.306	0.055;0.369	#	#	-0.256;0.777	#	-0.064;0.347	0.359;0.698	#	#	0.312;0.622	#	#	#	000010	1.000	1.000	1	91.67	49775	44775	0.53		3	3
0.082;0.422	#	#	0.266;0.656	0.454;0.684	0.254;0.679	#	#	-0.142;0.148	#	-0.207;0.223	#	-0.187;0.463	#	0.627;1.065	#	0.447;0.715	100000	1.000	1.000	1	136.00	49776	44776	0.53		9	9
#	#	#	#	#	#	#	#	#	#	0.116;0.537	#	#	#	#	0.300;0.813	0.585;1.062	001000	0.062	0.757	1	169.87	49922	44777	0.18		194	703
-0.232;0.268	-0.065;0.577	-0.035;0.332	#	-0.059;0.321	#	-0.173;0.528	-0.213;0.257	#	-0.064;0.436	-0.111;0.698	#	0.011;0.258	#	#	-0.068;0.412	0.403;0.863	000010	0.079	0.776	1	167.80	49781	44781	0.65		21	64
#	-0.108;0.172	-0.035;0.435	#	#	-0.897;0.349	#	#	0.042;1.239	#	0.014;0.275	#	#	-0.012;0.268	#	-0.068;0.412	0.013;0.863	000010	0.139	0.821	1	186.82	49908	44781	0.47		110	238
#	#	#	#	-0.114;0.322	0.015;0.529	-0.104;0.573	#	0.291;0.896	#	#	#	-0.284;0.506	0.267;0.350	0.494;0.904	#	0.433;0.863	000010	0.144	0.824	1	167.72	49921	44784	0.47		19	53
#	#	#	#	0.209;0.598	#	-0.084;0.547	0.327;0.647	#	#	#	0.527;0.959	0.653;1.053	0.522;0.822	#	0.308;0.754	#	000001	1.000	1.000	2	95.83	49788	44788	0.41		6	6
0.202;0.702	-0.032;0.328	0.109;0.674	0.032;0.382	0.161;0.519	0.113;0.685	-0.084;0.386	#	0.508;0.998	0.407;0.921	-0.066;0.364	#	#	0.522;0.822	0.520;0.930	0.288;0.773	0.653;1.030	000001	1.000	1.000	1	90.33	49788	44788	0.82		3	3
-0.187;0.221	#	#	0.004;0.364	#	#	-0.194;0.187	-0.534;0.301	-0.077;0.279	#	-0.331;0.237	-0.241;0.349	#	#	-0.412;0.031	-0.080;0.134	-0.208;0.159	010000	0.665	0.960	1	186.91	49919	44793	0.59		66	75
0.083;0.553	0.090;0.420	0.293;0.563	0.673;1.033	0.178;0.647	0.054;0.504	#	0.371;0.701	0.835;1.165	0.185;0.525	0.112;0.582	#	#	#	-0.085;0.415	0.188;0.564	0.291;0.559	100000	1.000	1.000	1	98.67	49795	44795	0.76		3	3
-0.333;0.443	-0.165;0.265	-0.072;0.408	0.324;0.684	0.175;0.809	0.517;0.827	-0.096;0.174	#	0.155;0.515	0.377;0.707	0.003;0.393	0.612;0.975	0.451;0.721	0.024;0.464	0.666;0.991	0.631;0.997	0.544;0.792	000110	1.000	1.000	1	97.00	49797	44797	0.94		3	3
0.003;0.443	-0.165;-0.009	-0.072;0.408	0.324;0.684	0.175;0.809	0.517;0.827	-0.096;0.174	#	0.155;0.515	0.377;0.707	0.003;0.393	0.612;0.975	0.451;0.721	0.024;0.464	0.666;0.991	0.631;0.997	0.544;0.792	000110	0.100	1.000	1	90.67	44797	44797	0.94		0	0
-0.102;0.348	-0.185;0.185	#	#	#	#	#	#	#	#	#	#	#	#	0.525;1.074	#	0.569;1.007	100000	0.065	0.761	1	182.97	49986	44798	0.24		447	1458
#	#	-0.196;0.176	#	#	#	0.603;1.259	#	-0.193;0.518	-0.170;0.378	#	#	-0.240;0.350	#	#	#	1.192;1.309	100000	0.100	1.000	1	59.60	44804	44804	0.35		0	0
#	-0.173;0.257	#	0.375;0.557	#	0.560;0.787	-0.036;0.214	#	0.386;0.686	0.770;1.230	0.376;0.736	0.084;0.398	0.138;0.568	#	-0.178;0.223	0.745;1.032	0.079;0.525	000010	1.000	1.000	2	43.67	49806	44806	0.71		3	3
-0.165;0.555	0.058;0.538	0.041;0.546	#	#	#	#	0.058;0.318	-0.160;0.351	#	#	#	#	#	#	#	0.143;0.325	000010	0.111	0.802	1	187.05	49906	44808	0.35		46	113
-0.081;0.362	#	#	#	-0.235;0.416	0.057;0.308	-0.136;0.282	0.309;0.883	0.106;0.695	-0.013;0.365	-0.114;0.298	#	0.084;0.434	0.120;0.558	#	#	0.535;0.837	001000	0.125	0.812	1	274.30	49962	44811	0.65		70	142
-0.078;0.172	#	0.239;0.559	0.088;0.942	-0.090;0.414	#	#	#	0.004;0.294	#	-0.195;0.255	0.100;0.414	#	#	-0.044;0.446	#	0.516;0.783	000001	0.162	0.833	1	94.00	49812	44812	0.53		3	6
0.780;1.220	#	0.643;1.133	#	0.611;1.041	0.391;0.811	#	#	#	#	#	0.076;0.778	0.785;0.808	0.248;0.668	#	#	0.143;0.491	010000	0.100	1.000	1	41.16	44814	44814	0.47		0	0
#	-0.175;0.251	#	#	#	0.094;0.444	#	0.841;1.005	#	#	#	#	-0.163;0.207	#	#	0.660;1.145	#	100000	0.399	0.912	1	121.80	49815	44815	0.29		42	57
#	#	0.459;0.674	#	#	#	-0.134;0.246	#	#	0.427;1.383	#	#	#	#	#	#	#	000001	0.144	0.824	1	112.91	49887	44820	0.18		25	53
#	#	#	#	-0.114;0.403	-0.154;0.449	-0.071;0.528	0.058;0.386	#	#	0.049;0.299	#	#	#	-0.190;0.190	0.144;0.667	0.143;0.549	000010	0.151	0.828	1	186.47	49965	44827	0.47		28	58
#	#	#	#	#	-0.379;1.158	#	#	#	0.427;1.383	#	#	0.082;0.525	0.410;0.660	0.448;0.878	#	0.012;0.717	000001	0.204	0.853	1	128.72	49887	44829	0.35		30	51
-0.304;0.495	0.613;0.913	0.041;0.332	-0.124;0.306	#	#	0.002;0.581	-0.034;0.596	-0.205;0.368	#	#	#	#	#	#	#	#	000010	0.308	0.889	1	134.38	49830	44830	0.41		12	18
#	#	#	#	-0.114;0.322	0.106;0.349	-0.104;0.573	#	#	#	#	#	#	0.411;0.861	#	#	0.433;0.761	000010	0.053	0.745	1	169.82	49865	44833	0.29		25	108
0.578;0.868	#	#	#	#	0.440;0.820	#	-0.085;0.325	#	-0.170;0.500	0.074;0.514	#	-0.058;0.258	-0.139;0.141	#	#	#	000010	1.000	1.000	1	53.67	49837	44837	0.41		3	3
#	#	#	#	-0.206;0.291	#	#	0.211;0.386	0.042;0.716	#	0.014;0.275	#	#	#	#	#	#	000010	0.083	0.780	1	177.64	49956	44842	0.24		111	330
#	-0.062;0.228	#	#	#	0.405;0.912	#	0.184;0.378	0.164;0.604	0.177;0.565	-0.158;0.182	0.490;0.785	#	#	#	#	#	000001	1.000	1.000	2	109.00	49844	44844	0.41		3	3
0.820;1.180	0.765;1.235	0.760;1.240	0.765;2.183	0.775;1.225	-0.171;0.209	0.840;0.961	#	#	#	#	#	#	-0.112;0.773	#	0.296;0.737	0.420;0.856	010000	0.100	1.000	1	43.38	44845	44845	0.59		0	0
#	-0.106;0.184	#	#	-0.176;0.255	#	0.195;0.635	#	#	#	#	#	#	#	0.180;0.460	0.414;0.790	-0.011;0.336	000100	0.008	0.780	1	183.84	44849	44849	0.35		0	0
#	#	-0.137;0.153	#	0.162;0.563	0.362;0.822	-0.193;0.669	0.368;0.798	0.291;0.550	#	#	0.590;1.033	0.533;0.963	0.270;0.640	0.559;1.059	0.446;0.866	0.528;0.965	000010	1.000	1.000	1	64.33	49851	44851	0.71		3	3
-0.225;0.971	0.419;0.739	#	#	#	#	#	#	0.250;0.754	-0.064;0.640	0.555;0.825	#	0.560;0.871	#	#	0.401;0.941	#	000010	0.045	0.733	1	89.88	49851	44851	0.41		3	15
#	-0.061;0.589	#	#	#	#	-0.178;0.424	#	#	0.810;1.190	-0.055;0.275	0.151;0.853	-0.156;0.264	0.116;0.994	#	0.330;0.798	0.609;1.014	001000	0.014	0.654	1	111.88	49852	44852	0.53		3	13
#	#	0.463;0.913	0.572;1.151	0.594;0.844	#	0.527;0.733	#	#	-0.043;0.208	#	#	0.364;0.764	#	0.160;0.630	#	#	001000	1.000	1.000	1	72.00	49864	44864	0.41		3	3
0.778;1.118	#	0.463;0.913	#	#	-0.182;0.198	#	0.120;0.380	#	-0.043;0.208	#	#	0.364;0.764	0.309;0.779	0.160;0.630	#	#	001000	1.000	1.000	1	72.00	49864	44864	0.47		3	3
#	0.024;0.289	#	#	0.865;1.135	#	#	#	#	#	#	0.192;0.853	#	0.048;0.462	0.300;0.435	0.092;0.497	0.389;0.749	001000	0.100	1.000	1	63.17	44866	44866	0.41		0	0
#	#	0.845;1.155	#	0.865;1.135	#	#	#	0.001;0.441	0.039;0.908	-0.032;0.308	0.192;0.853	#	0.060;0.400	#	0.092;0.497	#	001000	1.000	1.000	1	69.67	49866	44866	0.47		3	3
0.219;0.701	#	#	#	#	#	#	0.266;0.843	0.226;0.486	#	#	#	#	0.384;0.654	0.390;0.770	#	0.144;0.668	000001	0.226	0.862	1	177.52	49915	44867	0.35		31	53
#	#	#	#	#	-0.351;1.017	0.055;0.573	#	0.146;0.896	#	#	0.243;0.585	#	0.037;0.603	#	0.201;0.498	#	000010	0.065	0.760	1	211.58	49842	44871	0.35		96	361
-0.244;0.246	#	-0.125;0.175	0.805;1.165	0.668;1.028	#	#	0.206;0.646	-0.538;0.203	-0.375;0.482	#	#	#	0.616;1.489	-0.090;0.285	#	0.232;0.490	000001	1.000	1.000	1	39.67	49873	44873	0.59		3	3
-0.187;0.175	#	-0.203;0.267	-0.227;0.028	#	#	#	#	#	#	-0.191;0.219	#	-0.042;0.159	#	#	-0.237;0.237	-0.114;0.283	010000	0.760	0.973	1	202.47	49996	44874	0.41		147	160
-0.051;0.541	#	#	#	#	#	-0.136;0.416	#	#	#	0.040;0.942	#	#	#	0.437;0.757	#	#	001000	0.046	0.734	1	201.95	49950	44893	0.24		323	1409
#	-0.113;0.137	#	#	-0.246;0.223	-0.471;0.332	-0.120;0.160	#	#	#	#	#	0.694;1.004	#	0.597;1.007	#	0.827;1.192	100000	1.000	1.000	1	150.33	49902	44902	0.41		3	3
#	#	#	#	#	0.763;1.133	0.529;1.583	#	0.682;1.211	0.621;0.991	#	0.276;0.738	#	#	0.334;0.714	0.235;0.719	#	000001	1.000	1.000	1	46.67	49903	44903	0.41		3	3
#	#	#	0.741;1.151	#	#	#	0.058;1.019	#	0.621;0.991	#	#	-0.086;0.284	0.573;0.873	#	#	0.353;0.700	000001	1.000	1.000	1	46.67	49903	44903	0.35		3	3
-0.123;0.127	-0.191;0.722	-0.087;0.313	-0.562;0.298	-0.157;0.183	0.461;1.052	#	#	#	-0.195;0.195	-0.111;0.698	#	0.292;0.682	#	#	#	#	000010	1.000	1.000	1	63.67	49912	44912	0.53		3	3
0.835;1.145	0.750;1.250	#	#	#	0.765;1.436	#	#	#	#	#	-0.117;0.236	0.850;1.150	-0.137;0.323	0.296;0.596	-0.080;0.092	-0.238;0.238	010000	0.100	1.000	1	30.38	44913	44913	0.53		0	0
0.855;1.165	0.755;1.245	-0.215;0.215	-0.630;0.175	0.765;1.235	0.765;1.235	0.845;1.171	#	-0.114;0.746	-0.222;0.228	0.800;1.200	#	#	#	0.296;0.596	#	#	010000	1.000	1.000	1	26.67	49913	44913	0.65		3	3
0.117;0.487	#	#	#	0.594;0.830	#	0.424;1.106	#	#	#	0.689;0.932	#	#	#	#	#	#	000001	0.197	0.850	1	92.41	49915	44915	0.24		18	30
#	#	#	#	0.390;1.223	0.482;0.752	#	0.079;0.399	#	#	#	0.355;1.005	#	#	-0.022;0.945	#	0.343;0.668	000001	0.224	0.861	1	105.55	49915	44915	0.35		12	18
-0.100;0.827	#	0.161;0.383	#	#	#	#	#	-0.160;0.863	#	0.218;0.275	#	#	0.416;0.554	#	#	#	000010	0.081	0.778	1	141.67	48508	44918	0.29		3	9
-0.219;0.221	#	#	#	-0.172;0.195	0.012;0.342	-0.235;0.187	#	#	#	#	-0.118;0.349	#	#	-0.412;0.031	#	#	010000	0.707	0.966	1	196.86	49919	44919	0.35		79	88
#	#	#	-0.185;0.691	#	#	-0.141;0.699	#	#	#	-0.246;0.708	#	#	#	#	0.650;0.968	#	100000	0.085	0.782	1	172.57	49986	44927	0.24		535	1495
#	0.308;0.808	0.320;0.750	0.411;0.732	#	0.312;0.573	0.505;1.046	-0.099;0.371	#	0.169;0.619	0.491;1.078	#	#	#	0.012;0.412	0.024;0.291	0.222;0.549	000100	1.000	1.000	1	62.67	49938	44938	0.65		3	3
#	0.208;0.538	#	-0.124;0.267	-0.114;0.403	-0.154;0.236	#	0.058;0.598	#	#	#	-0.203;0.324	#	#	-0.190;0.190	#	#	000010	0.182	0.843	1	158.32	49941	44941	0.41		9	17
-0.435;0.478	#	0.012;0.508	#	#	-0.897;0.563	#	#	#	0.464;0.724	#	-0.203;0.324	-0.058;0.452	#	#	#	-0.539;0.243	000010	0.056	0.750	1	136.18	49943	44943	0.41		3	12
#	#	-0.220;0.280	-0.311;0.201	-0.187;0.243	0.308;0.608	#	0.382;0.862	0.076;0.446	0.660;1.000	-0.204;0.512	0.388;0.781	-0.142;0.208	#	#	#	0.492;0.740	000110	1.000	1.000	1	127.17	49945	44945	0.65		6	6
#	0.605;0.895	0.095;0.365	#	#	#	#	0.165;0.634	0.078;0.713	0.222;0.532	#	0.726;0.971	0.301;0.681	-0.281;0.783	0.257;0.647	0.399;0.815	#	000001	1.000	1.000	1	109.00	49947	44947	0.59		3	3
0.317;0.717	0.605;0.895	#	0.198;0.528	#	#	0.397;0.887	0.165;0.634	#	#	#	#	0.316;0.666	-0.281;0.783	#	0.484;0.731	0.579;1.026	000001	1.000	1.000	1	109.00	49947	44947	0.53		3	3
#	#	-0.144;0.146	#	#	#	#	0.705;1.295	#	#	#	#	#	#	#	0.561;1.259	0.709;1.033	100000	0.130	0.815	1	176.05	49986	44951	0.24		274	588
#	#	0.860;1.140	#	#	#	#	0.841;1.005	-0.132;0.523	0.528;0.898	-0.108;0.272	0.223;0.574	#	#	#	#	#	100000	1.000	1.000	1	75.33	49953	44953	0.35		3	3
#	#	#	#	0.089;0.322	#	#	-0.256;0.777	-0.205;0.368	-0.130;0.130	0.218;0.587	#	#	#	0.478;0.818	#	#	000010	0.061	0.756	1	163.33	49956	44956	0.35		21	78
#	0.238;0.528	-0.024;0.446	0.179;0.337	0.067;0.402	#	#	0.229;0.659	#	#	#	0.203;0.626	0.004;0.120	-0.139;0.193	0.217;0.333	0.108;0.474	#	000100	0.162	0.833	1	210.00	48935	44961	0.59		3	6
0.456;0.876	#	0.004;0.523	0.800;1.434	#	0.502;1.158	#	#	0.073;0.403	-0.030;1.302	0.018;0.308	0.584;1.093	-0.114;0.344	-0.177;0.436	#	#	0.563;0.940	000001	1.000	1.000	1	82.33	49968	44968	0.65		3	3
#	0.177;0.712	#	#	0.870;1.353	-0.379;0.792	0.260;0.520	0.607;0.943	#	#	#	0.661;1.107	-0.019;0.336	-0.024;0.510	#	#	#	000001	0.100	1.000	1	75.00	44968	44968	0.47		0	0
#	0.025;0.589	#	#	0.518;0.988	#	#	0.309;0.883	#	#	#	#	0.084;0.697	0.196;0.462	#	0.398;0.813	0.019;0.436	001000	0.162	0.833	1	126.50	49969	44969	0.41		3	6
#	0.063;0.722	-0.038;0.272	#	#	0.465;0.636	-0.136;0.416	0.182;0.894	#	#	0.040;0.606	#	0.113;0.434	#	#	#	#	001000	0.090	0.786	1	127.68	49969	44969	0.41		15	42
0.203;0.662	#	#	0.266;0.656	#	#	#	#	#	#	#	0.613;0.986	#	#	0.525;0.885	0.638;1.095	0.709;1.080	100000	0.419	0.917	1	146.53	49976	44976	0.35		18	24
#	0.346;0.716	0.406;0.766	#	#	#	#	-0.534;0.450	#	-0.124;0.454	#	0.108;0.393	#	#	-0.160;0.365	#	0.068;0.554	010000	0.056	0.750	1	99.27	49977	44977	0.41		6	24
#	#	#	-0.466;0.175	-0.216;0.234	0.795;1.205	#	#	-0.183;0.267	#	#	#	#	#	0.330;0.580	#	0.330;0.737	010000	1.000	1.000	1	109.67	49979	44979	0.35		3	3
#	#	#	0.266;0.615	#	#	#	#	-0.055;0.345	#	#	#	#	#	0.514;1.065	#	#	100000	0.093	0.788	1	132.64	49983	44983	0.18		86	248
-0.187;0.221	#	#	#	#	#	-0.194;0.554	-0.569;0.245	-0.107;0.228	#	#	#	-0.172;0.180	0.554;0.834	#	#	-0.159;0.159	010000	0.162	0.833	1	120.33	49992	44992	0.41		3	6
-0.456;0.406	-0.022;0.348	#	#	0.562;0.932	#	0.084;0.187	#	#	#	#	#	#	#	-0.412;0.392	#	#	010000	0.056	0.750	1	76.11	49992	44992	0.29		3	12
#	#	#	0.371;0.861	#	0.162;0.685	0.360;0.917	0.234;0.725	0.006;0.356	#	#	0.417;0.725	#	#	#	0.248;0.704	#	000001	0.391	0.910	1	143.03	49995	44995	0.41		30	39
0.203;0.798	#	#	0.149;0.656	#	-0.356;0.203	-0.114;0.699	#	#	0.239;0.609	-0.108;0.272	0.658;1.089	#	#	#	#	#	100000	0.545	0.941	1	147.31	49963	45009	0.41		14	17
#	#	#	#	0.080;0.430	#	#	-0.129;0.301	-0.197;0.479	-0.163;1.424	#	#	#	#	-0.155;0.352	-0.583;0.313	#	010000	0.138	0.821	1	154.62	49958	45023	0.35		108	234
#	#	#	0.768;1.048	#	0.745;1.055	#	0.348;0.481	#	#	0.453;0.933	0.291;0.586	#	0.521;1.021	#	0.513;0.928	#	010000	1.000	1.000	1	58.50	48395	45027	0.41		2	2
